id,class,class_id,prob
2613711888083304420,nyamachoma,9,0.9991447925567627
16330529712295811220,mandazi,5,0.9967477321624756
7108722249194400867,githeri,2,0.9778659343719482
1636060190432298371,kachumbari,3,0.88930344581604
1024172349080163166,kachumbari,3,0.9980394244194031
11967799842762378865,ugali,12,0.4826039969921112
14508043394830310397,nyamachoma,9,0.990180492401123
15771718359736361195,nyamachoma,9,0.9614277482032776
17093854010278610007,sukumawiki,11,0.8179996609687805
12339291527051578818,ugali,12,0.9292545914649963
4344362503327457770,nyamachoma,9,0.5730865001678467
1736742007286049237,masalachips,6,0.9998390674591064
9659856526867382870,sukumawiki,11,0.9472956657409668
8482449136638770916,nyamachoma,9,0.4055209457874298
13447044253231711526,pilau,10,0.915065348148346
18401324197708093617,chapati,1,0.9724624752998352
154626877971440280,masalachips,6,0.9989216327667236
9819034861576548052,sukumawiki,11,0.9146533608436584
10311739361957857118,sukumawiki,11,0.9091485142707825
5910870249936252255,pilau,10,0.9992114305496216
408683412081536185,githeri,2,0.9857630729675293
6473465927283239851,ugali,12,0.9921899437904358
17254491036980948864,masalachips,6,0.802782416343689
14401677604126188523,nyamachoma,9,0.8361141681671143
8294502953688426341,githeri,2,0.9989725351333618
10221522431636914443,chapati,1,0.9976932406425476
7345761039440091897,githeri,2,0.9919188618659973
11028217028893474809,chapati,1,0.9929264187812805
3739531203182583081,matoke,7,0.7878727316856384
9979392188478154008,mandazi,5,0.835360050201416
8213365026002176366,chapati,1,0.9979345798492432
12283111740174705307,chapati,1,0.358611136674881
14039380239746367820,chapati,1,0.9526278972625732
1033086413179005018,masalachips,6,0.9250001311302185
7028835726053781767,nyamachoma,9,0.8643006086349487
15688539211367505590,kachumbari,3,0.29900214076042175
17511719856616651463,chapati,1,0.7765890955924988
5778209842554051444,mandazi,5,0.9980629086494446
9715825811539818915,chapati,1,0.6629021763801575
4019893388986937213,sukumawiki,11,0.9129328727722168
10491256178322529476,matoke,7,0.9502426385879517
4514380664411721924,chapati,1,0.5184687972068787
1863175047210509183,githeri,2,0.9308471083641052
9419250458836193428,mandazi,5,0.9996408224105835
17427226605692675584,chapati,1,0.8530439138412476
14360740897193017434,masalachips,6,0.9350718259811401
4924198701699246678,githeri,2,0.9648333787918091
5141063033752835127,ugali,12,0.8341962099075317
2327011646705567959,kachumbari,3,0.7252389788627625
18256609712454655569,githeri,2,0.9996386766433716
4628206316993090341,ugali,12,0.8650637269020081
15577853985026801001,nyamachoma,9,0.9976609945297241
357223172315723285,mandazi,5,0.45192599296569824
6227504259881409259,mandazi,5,0.4812389016151428
15236417011922871300,sukumawiki,11,0.9956058859825134
13251224800333445142,nyamachoma,9,0.6542240381240845
18216292475905094676,ugali,12,0.4710443317890167
6704970097468892762,bhaji,0,0.4340290129184723
10803788572811639770,bhaji,0,0.9720180630683899
9798429900990795864,nyamachoma,9,0.2975687086582184
17846448057344912879,githeri,2,0.9981912970542908
512923677288863455,pilau,10,0.9992700219154358
13534564745582724884,nyamachoma,9,0.9994524121284485
1761202656439641211,ugali,12,0.8022245168685913
1779013345779834610,nyamachoma,9,0.9969760179519653
11134487749526925893,mandazi,5,0.9987732768058777
6874974879389748486,kachumbari,3,0.21579189598560333
2008482944638019636,chapati,1,0.5747560858726501
5290911765478588910,bhaji,0,0.550079345703125
9718148789833698568,sukumawiki,11,0.5798139572143555
2713791089243901225,chapati,1,0.9891989827156067
9141685386751923865,chapati,1,0.9985709190368652
3584273011486933977,bhaji,0,0.641058087348938
647900954527732216,nyamachoma,9,0.9947792291641235
9460231234957825525,mandazi,5,0.9959849119186401
3647449053075634130,mukimo,8,0.9964303374290466
1483732360027030920,bhaji,0,0.9957316517829895
1315418192411844186,nyamachoma,9,0.6418681144714355
1845965701232541193,githeri,2,0.9941204190254211
7221783998263486163,nyamachoma,9,0.6659658551216125
11274329368194161236,mandazi,5,0.9882441759109497
16932310213626556353,ugali,12,0.9354894757270813
12721335060755333946,nyamachoma,9,0.9149083495140076
9031664819701623403,sukumawiki,11,0.4651993215084076
13775877460659507506,kachumbari,3,0.9950490593910217
15488577862285772385,ugali,12,0.8761433959007263
7208747626207752318,chapati,1,0.992440938949585
750003662509149172,bhaji,0,0.9957299828529358
13269206833477599083,nyamachoma,9,0.9978976249694824
11229408752474581458,mandazi,5,0.9965201616287231
11706451632744487001,chapati,1,0.9909451007843018
4810507330944834146,mandazi,5,0.9985837936401367
8777416531750857172,ugali,12,0.9920376539230347
14869198847112256801,bhaji,0,0.9968388080596924
5377424266929477918,ugali,12,0.9980254173278809
11826188387011913224,kachumbari,3,0.6994981169700623
4887697901295530264,ugali,12,0.9864124059677124
2227367520876552687,ugali,12,0.6341693997383118
5842161939701625540,bhaji,0,0.9939612150192261
1844495863342443673,nyamachoma,9,0.5111402273178101
15133695366550968682,mukimo,8,0.5859770774841309
1510922567410133293,mandazi,5,0.9607377648353577
15809849087520119899,sukumawiki,11,0.2756624221801758
11633379313373654772,bhaji,0,0.28673550486564636
11995486685038660626,nyamachoma,9,0.3300914168357849
14418888052034006622,chapati,1,0.9979044198989868
18043195612774591569,mandazi,5,0.9951637983322144
17232204708171768578,githeri,2,0.9861932396888733
12478415505890487683,masalachips,6,0.928812563419342
4481342611008844605,mandazi,5,0.99910968542099
13762088470187101263,nyamachoma,9,0.9968652129173279
15420066193900048627,nyamachoma,9,0.49025729298591614
10256780869845093755,mukimo,8,0.8825232982635498
14751183694236241016,kukuchoma,4,0.46690893173217773
10601495795550038385,mandazi,5,0.9998791217803955
11967373751660434844,githeri,2,0.9644036889076233
11326839832877371856,matoke,7,0.9875076413154602
6101485270037891519,chapati,1,0.997634768486023
4652564753816464734,nyamachoma,9,0.9889824986457825
10551512450149335925,kachumbari,3,0.880142867565155
13479425059802666179,bhaji,0,0.9988608360290527
4081630355592203827,sukumawiki,11,0.6994103193283081
13614126059644421646,sukumawiki,11,0.9987632036209106
14149955071751662071,chapati,1,0.9927016496658325
15480299189183376248,bhaji,0,0.9845985174179077
9110028199964653480,pilau,10,0.998472273349762
3947168929876946164,kukuchoma,4,0.7790308594703674
14977719907677045909,nyamachoma,9,0.9982500672340393
7064840039907742753,mandazi,5,0.9995589852333069
193014184896406570,nyamachoma,9,0.981593668460846
10339228361504636930,pilau,10,0.9724771976470947
13977737450013523872,bhaji,0,0.989071249961853
11343589069114007636,ugali,12,0.9868223667144775
17806668235125090499,chapati,1,0.9926716089248657
17744659393778354376,ugali,12,0.9919741749763489
15923937039872096342,masalachips,6,0.9197751879692078
10288717483743612585,pilau,10,0.999306321144104
7364447289823250077,mandazi,5,0.9921883344650269
14507826452339696121,githeri,2,0.29056936502456665
7681771338411937920,bhaji,0,0.9292970895767212
14409722843287822376,kachumbari,3,0.1882765293121338
5094477862743936636,mandazi,5,0.9969919919967651
671684490123721932,ugali,12,0.3751823604106903
10504912205528049568,mandazi,5,0.9920794367790222
9418712822200217869,bhaji,0,0.9886731505393982
12660353753615869358,githeri,2,0.9998078942298889
5554288459467044185,masalachips,6,0.5681082010269165
1514148605272563452,ugali,12,0.8618187308311462
11436000120645512306,mandazi,5,0.9967117309570312
16299062930688223105,matoke,7,0.9317970275878906
11338539282675200623,chapati,1,0.9650033116340637
1786854575084752331,bhaji,0,0.988476037979126
4269292328271167690,bhaji,0,0.8922399282455444
11337580954633840380,bhaji,0,0.9776583909988403
9559460088167296467,mandazi,5,0.47313570976257324
13355321050336751346,ugali,12,0.5668824315071106
1873328236194141577,mukimo,8,0.47950488328933716
15313076560374808804,ugali,12,0.8437950015068054
17503305627836209893,mandazi,5,0.9930490255355835
5207944820989100906,ugali,12,0.9670413732528687
9464277099030727272,kachumbari,3,0.8127893805503845
8646363607211597576,ugali,12,0.3198184669017792
15612062029096667719,ugali,12,0.9968361854553223
3631180427842360203,kachumbari,3,0.698451817035675
7864121173869884240,bhaji,0,0.9957614541053772
9483664308571127021,kachumbari,3,0.8488537669181824
11456538388715881358,chapati,1,0.8323169350624084
2045401121454521681,kachumbari,3,0.9416443109512329
9650672577969928643,nyamachoma,9,0.9939337372779846
5687693015126449094,chapati,1,0.9935314059257507
17268932542209018929,bhaji,0,0.9668867588043213
15296918300215415117,mandazi,5,0.9855340719223022
17385307640579501917,ugali,12,0.9372876286506653
15784926491953258851,chapati,1,0.9866037368774414
171227099262874892,bhaji,0,0.35406193137168884
3084863096205939308,bhaji,0,0.9652340412139893
18293107613277886932,bhaji,0,0.9991310238838196
5020194932336647377,mukimo,8,0.8265142440795898
15413941144267748757,nyamachoma,9,0.994083821773529
8812864679133922881,bhaji,0,0.7330037951469421
9509834420565330681,mukimo,8,0.9999179840087891
8070398107115864960,pilau,10,0.903344988822937
58603927811041952,sukumawiki,11,0.9959224462509155
7271351025798223449,bhaji,0,0.9956361651420593
1370022267746356756,ugali,12,0.9837475419044495
1722419049703004856,chapati,1,0.9989991784095764
17093341382563500450,kukuchoma,4,0.31347784399986267
15210759296054570135,matoke,7,0.9686050415039062
17752160307677920947,nyamachoma,9,0.9918268918991089
11474789851827593263,kachumbari,3,0.8548291921615601
16248144946733558995,chapati,1,0.916780948638916
6344293456587478249,nyamachoma,9,0.6298360228538513
8436191237338367818,ugali,12,0.9199257493019104
5532447134573461004,sukumawiki,11,0.661327064037323
6202881953111685417,ugali,12,0.8230667114257812
18284473261399416282,bhaji,0,0.9996094107627869
4367770269008602819,mukimo,8,0.7761268019676208
17425729619528845318,sukumawiki,11,0.9996457099914551
3320564052696386260,nyamachoma,9,0.43390557169914246
17128961191243831995,chapati,1,0.9988864064216614
12749715907909482115,chapati,1,0.9990905523300171
688663478550263666,githeri,2,0.999884843826294
930236947628925041,bhaji,0,0.9989198446273804
4146008112016168642,nyamachoma,9,0.327678918838501
8982974588876029828,sukumawiki,11,0.9993866682052612
6644739788578686558,nyamachoma,9,0.9996784925460815
3580451554644108530,matoke,7,0.9782432317733765
2551816884134606780,mandazi,5,0.9969486594200134
15844167304487176808,mandazi,5,0.936516523361206
17787049892774459992,nyamachoma,9,0.9981600642204285
16380946673821752034,masalachips,6,0.7544865608215332
16107650016171559861,githeri,2,0.999592125415802
6686330795392911430,chapati,1,0.9968420267105103
7632548321121845670,matoke,7,0.9779475331306458
3602334317428057815,sukumawiki,11,0.8353930115699768
16362870378604418258,nyamachoma,9,0.9749559760093689
672727354585566109,nyamachoma,9,0.9176795482635498
18415104579862975326,mandazi,5,0.9934096336364746
11584846466132646723,kukuchoma,4,0.33093929290771484
8199546024210931840,mukimo,8,0.2940737009048462
16856439956069557065,bhaji,0,0.9942511320114136
11009355379742773932,mukimo,8,0.893143355846405
73585503001692948,sukumawiki,11,0.5896071195602417
9663194316061248222,kukuchoma,4,0.20333349704742432
15152155025166295083,ugali,12,0.2947184145450592
18107350579341218870,mandazi,5,0.95932936668396
5035465744270742439,chapati,1,0.9952613711357117
2728254238930715983,ugali,12,0.9936342239379883
15196825795726720908,chapati,1,0.9978049397468567
17811283064377029460,mandazi,5,0.9576566815376282
6283693902335659180,nyamachoma,9,0.9634488224983215
11570361516996432272,ugali,12,0.35790857672691345
7454000247671709039,chapati,1,0.9731563925743103
12533434704225311496,pilau,10,0.9998908042907715
12429188656729245881,githeri,2,0.9823348522186279
9696576710454819443,chapati,1,0.9989084005355835
4695272267228050823,ugali,12,0.9792817831039429
1190904870294331237,ugali,12,0.9349442720413208
14352737897122827394,kachumbari,3,0.998785674571991
8643762829682282904,nyamachoma,9,0.9984704852104187
5027742189550437393,mandazi,5,0.9360993504524231
16968451424473401787,ugali,12,0.9788692593574524
17631355737332511323,mandazi,5,0.9987063407897949
8944558198022156081,masalachips,6,0.8852573037147522
5906402380945584030,matoke,7,0.3996093273162842
14588723242839554524,githeri,2,0.9177832007408142
4957928776583762112,kachumbari,3,0.9796196818351746
15681490616909511082,githeri,2,0.5665714144706726
3098084457190322716,githeri,2,0.9961749315261841
18162464105777535071,ugali,12,0.778586208820343
14774608777583701279,chapati,1,0.9978880286216736
5316185716959181239,chapati,1,0.9993628859519958
4532578860509387579,bhaji,0,0.993675172328949
7503918163130415845,githeri,2,0.6183891296386719
1874263454507016479,sukumawiki,11,0.2773710787296295
16892044434778607840,bhaji,0,0.9980656504631042
5456650143577914196,sukumawiki,11,0.9910300970077515
11928092208330908057,matoke,7,0.815930962562561
5747400618053435146,mandazi,5,0.9942521452903748
5098735543608280733,nyamachoma,9,0.6741573214530945
825702726106671707,mandazi,5,0.9526768326759338
14469062941266525119,bhaji,0,0.37410664558410645
6644158974310118572,nyamachoma,9,0.8968861103057861
16405252168285728336,sukumawiki,11,0.8716458678245544
3726353820898441497,bhaji,0,0.9870773553848267
12462405995319637502,bhaji,0,0.3861033618450165
12117591841116020342,sukumawiki,11,0.24851010739803314
8395607170213023786,kachumbari,3,0.8601474761962891
4061257205067629978,bhaji,0,0.933042049407959
6694320234818592489,ugali,12,0.992567777633667
69199137113489455,pilau,10,0.9992825388908386
7221985143260268979,nyamachoma,9,0.9864353537559509
1308405771024117947,chapati,1,0.9997357726097107
15485518962054818769,masalachips,6,0.6973931789398193
15306443292675736537,kachumbari,3,0.4448399841785431
15265065584326275962,nyamachoma,9,0.9736456871032715
6500484835004684461,ugali,12,0.9811192750930786
11273007305087293207,nyamachoma,9,0.5141772627830505
8045826470581464503,pilau,10,0.9974865913391113
1864727275683354447,nyamachoma,9,0.9976498484611511
15982728669335550431,matoke,7,0.672199547290802
10230038748281830358,nyamachoma,9,0.9990696310997009
11690744022751122119,bhaji,0,0.7858816385269165
3425406512000145378,mandazi,5,0.9805174469947815
14794431530485533532,ugali,12,0.9921557903289795
1278095148647623582,githeri,2,0.9947577118873596
13500013090806477875,pilau,10,0.9992772936820984
13928378446623884919,nyamachoma,9,0.9937272071838379
96776047111586538,nyamachoma,9,0.4032222330570221
15128827535193084602,githeri,2,0.9688406586647034
971150236775003747,ugali,12,0.9733267426490784
4005754432901553386,kachumbari,3,0.8021484613418579
15509987023060187858,githeri,2,0.999954104423523
11403697091659910322,nyamachoma,9,0.7521256804466248
14311250949158129655,ugali,12,0.7561054229736328
4971343206369877088,kachumbari,3,0.939190149307251
10616076561470538769,ugali,12,0.9428701400756836
16482573853302461184,mandazi,5,0.9993332028388977
2049517581197700435,ugali,12,0.6786171197891235
9325269790432007572,mandazi,5,0.9954777359962463
8749038216842113876,kachumbari,3,0.5853619575500488
1399298471813775374,githeri,2,0.49467840790748596
10339445144891593406,mukimo,8,0.4817637801170349
13940543650736546476,nyamachoma,9,0.9998047947883606
9537299342678615272,nyamachoma,9,0.6695496439933777
5692273483773550723,chapati,1,0.26218244433403015
18321039363009355286,bhaji,0,0.9962701797485352
10713202486153775113,pilau,10,0.42759478092193604
10173313192655643896,mandazi,5,0.9939273595809937
8864144451303122104,nyamachoma,9,0.9872145652770996
18321708560046574932,matoke,7,0.9663241505622864
6758093151306969942,chapati,1,0.998857855796814
11641094941268581672,chapati,1,0.6779831051826477
10528645622792142544,ugali,12,0.32012757658958435
15525226038135404760,nyamachoma,9,0.9978976249694824
13941062316169308071,bhaji,0,0.9916261434555054
15230146045255249246,nyamachoma,9,0.5757454037666321
18267632306122203480,chapati,1,0.8866125345230103
11940823392168682155,bhaji,0,0.2467709183692932
6302495690421637982,chapati,1,0.9916731715202332
11649028343893710995,githeri,2,0.9955517649650574
11899337070914149329,nyamachoma,9,0.9984299540519714
10407250256484575073,kachumbari,3,0.5602849125862122
6582452949275389646,nyamachoma,9,0.8419356346130371
5664138533187591675,masalachips,6,0.2691662907600403
6541669301708849760,mukimo,8,0.9992173910140991
2694031632012288342,nyamachoma,9,0.994124710559845
5941221229349444483,kachumbari,3,0.8457669019699097
13130517454188646276,masalachips,6,0.4121716320514679
9302721997592942791,kachumbari,3,0.9811204075813293
5108614074384230569,sukumawiki,11,0.8384137749671936
18316035234112861730,masalachips,6,0.995858371257782
1385496500998660673,masalachips,6,0.41133540868759155
11144507773392113142,masalachips,6,0.9965158700942993
12386083533968767880,nyamachoma,9,0.43130287528038025
15711053061372693625,ugali,12,0.9039890766143799
8924339916156119511,chapati,1,0.6098392605781555
7692224407249149543,githeri,2,0.5693957209587097
2431259698267335558,mandazi,5,0.9978488683700562
18137002209462925587,githeri,2,0.6164116263389587
3128542894118292572,githeri,2,0.9990573525428772
5293350080522344635,mandazi,5,0.9579916596412659
594749869939278888,nyamachoma,9,0.9879173636436462
2970146313928564521,sukumawiki,11,0.7383488416671753
5962248642882144950,chapati,1,0.999707043170929
9412204221775165702,ugali,12,0.9956017732620239
2556254428325141139,chapati,1,0.8834248185157776
1624628203647259441,bhaji,0,0.996148943901062
18082384823003118705,githeri,2,0.9996095299720764
7445824523945345833,chapati,1,0.9977461695671082
190583790112789153,chapati,1,0.9279806017875671
11596236335844142683,masalachips,6,0.9981042146682739
5030324776614681870,chapati,1,0.71639084815979
12074429365762101140,chapati,1,0.9175419211387634
12848194191340681404,nyamachoma,9,0.8825825452804565
6685890812242316635,chapati,1,0.988395094871521
10475097977441005546,pilau,10,0.9966101050376892
113551969029114053,mukimo,8,0.9368212223052979
14156508233128764200,chapati,1,0.7628113031387329
5405317766980936508,mandazi,5,0.9994645714759827
15791856405164437400,chapati,1,0.8188225626945496
12283929423234404748,ugali,12,0.9975135326385498
11530854430921755767,mandazi,5,0.9990918636322021
11213160321815852433,ugali,12,0.804684579372406
8678673742576225342,chapati,1,0.9929640293121338
13320788895241148258,kachumbari,3,0.6056272387504578
6047348548014323691,pilau,10,0.6455265879631042
9105198149579994995,githeri,2,0.9997134804725647
5724468328178054074,nyamachoma,9,0.9004228115081787
13030798924629492933,pilau,10,0.9995837807655334
10205244452050272005,chapati,1,0.9933136105537415
1249070716387127720,chapati,1,0.9917402267456055
87210343417660317,githeri,2,0.9847899079322815
14838065746498510182,bhaji,0,0.9983593821525574
2478864473815020893,kachumbari,3,0.747173011302948
18077818944344288808,chapati,1,0.970460832118988
6661046174535087529,chapati,1,0.9974377155303955
1952725610792777429,githeri,2,0.9980575442314148
17432578408954224623,mukimo,8,0.929482638835907
